source,sport,league,game_date,home_team,away_team,home_score,away_score,home_odds,draw_odds,away_odds,outcome_available,game_odds_available,prop_odds_available,closing_available,canonical_game_key
football_data,soccer,SUPER_LIG,1994-08-13,Zeytinburnu,Fenerbahce,1.0,4.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-13|ZEYTINBURNU|FENERBAHCE
football_data,soccer,SUPER_LIG,1994-08-14,Ad. Demirspor,Antalya,1.0,0.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|ADDEMIRSPOR|ANTALYA
football_data,soccer,SUPER_LIG,1994-08-14,Ankaragucu,Gaziantepspor,1.0,0.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|ANKARAGUCU|GAZIANTEPSPOR
football_data,soccer,SUPER_LIG,1994-08-14,Bursaspor,P. Ofisi,5.0,2.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|BURSASPOR|POFISI
football_data,soccer,SUPER_LIG,1994-08-14,Denizlispor,Besiktas,1.0,3.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|DENIZLISPOR|BESIKTAS
football_data,soccer,SUPER_LIG,1994-08-14,Galatasaray,Genclerbirligi,3.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|GALATASARAY|GENCLERBIRLIGI
football_data,soccer,SUPER_LIG,1994-08-14,Kocaelispor,Samsunspor,0.0,0.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|KOCAELISPOR|SAMSUNSPOR
football_data,soccer,SUPER_LIG,1994-08-14,Trabzonspor,Altay,3.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|TRABZONSPOR|ALTAY
football_data,soccer,SUPER_LIG,1994-08-14,Vanspor,Kayseri,3.0,0.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-14|VANSPOR|KAYSERI
football_data,soccer,SUPER_LIG,1994-08-20,Fenerbahce,Ankaragucu,2.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-20|FENERBAHCE|ANKARAGUCU
football_data,soccer,SUPER_LIG,1994-08-20,P. Ofisi,Galatasaray,0.0,3.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-20|POFISI|GALATASARAY
football_data,soccer,SUPER_LIG,1994-08-21,Altay,Bursaspor,1.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|ALTAY|BURSASPOR
football_data,soccer,SUPER_LIG,1994-08-21,Antalya,Trabzonspor,1.0,3.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|ANTALYA|TRABZONSPOR
football_data,soccer,SUPER_LIG,1994-08-21,Besiktas,Kocaelispor,7.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|BESIKTAS|KOCAELISPOR
football_data,soccer,SUPER_LIG,1994-08-21,Gaziantepspor,Denizlispor,3.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|GAZIANTEPSPOR|DENIZLISPOR
football_data,soccer,SUPER_LIG,1994-08-21,Genclerbirligi,Zeytinburnu,1.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|GENCLERBIRLIGI|ZEYTINBURNU
football_data,soccer,SUPER_LIG,1994-08-21,Kayseri,Ad. Demirspor,4.0,2.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|KAYSERI|ADDEMIRSPOR
football_data,soccer,SUPER_LIG,1994-08-21,Samsunspor,Vanspor,2.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-21|SAMSUNSPOR|VANSPOR
football_data,soccer,SUPER_LIG,1994-08-27,Denizlispor,Fenerbahce,2.0,3.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-27|DENIZLISPOR|FENERBAHCE
football_data,soccer,SUPER_LIG,1994-08-28,Ad. Demirspor,Samsunspor,2.0,0.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-28|ADDEMIRSPOR|SAMSUNSPOR
football_data,soccer,SUPER_LIG,1994-08-28,Bursaspor,Antalya,2.0,1.0,,,,True,False,False,True,soccer|SUPERLIG|1994-08-28|BURSASPOR|ANTALYA
