accuracy,brier_score,log_loss,roc_auc,calibration_error,model_name,feature_count,model_kind,avg_predicted_probability,min_predicted_probability,max_predicted_probability,"bucket_(0.2, 0.3]","bucket_(0.3, 0.4]","bucket_(0.4, 0.5]","bucket_(0.5, 0.6]","bucket_(0.6, 0.7]","bucket_(0.7, 0.8]","bucket_(0.8, 0.9]","bucket_(0.1, 0.2]","bucket_(0.9, 1.0]",home_team_baseline_log_loss,elo_baseline_log_loss,team_only_model_log_loss,sportsbook_benchmark_log_loss,beats_home_team_baseline,beats_elo_baseline,beats_team_only_model,beats_sportsbook_benchmark,row_type,probability_bucket,games,realized_home_win_rate
,,,,,team_features_plus_selected_player_features_l2,,,0.4545163616273395,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.4, 0.5]",231.0,0.5411255411255411
,,,,,team_features_plus_selected_player_features_l2,,,0.5487636276046732,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.5, 0.6]",233.0,0.575107296137339
,,,,,team_features_plus_selected_player_features_l2,,,0.6480401644717653,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.6, 0.7]",232.0,0.646551724137931
,,,,,team_features_plus_selected_player_features_l2,,,0.7429345300377687,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.7, 0.8]",160.0,0.65
,,,,,team_features_plus_selected_player_features_l2,,,0.8391974429943735,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.8, 0.9]",49.0,0.7755102040816326
,,,,,team_features_plus_selected_player_features_l2,,,0.907344958858892,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.9, 1.0]",5.0,0.6
,,,,,team_features_plus_selected_player_features_l1,,,0.16464170824810093,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.1, 0.2]",15.0,0.2
,,,,,team_features_plus_selected_player_features_l1,,,0.260138655197197,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.2, 0.3]",96.0,0.2708333333333333
,,,,,team_features_plus_selected_player_features_l1,,,0.3520254027784712,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.3, 0.4]",183.0,0.40437158469945356
,,,,,team_features_plus_selected_player_features_l1,,,0.4526334274545856,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.4, 0.5]",254.0,0.4763779527559055
