market_ticker,market_title,game_date,home_team,away_team,yes_team,no_team,yes_means_home_team_wins,yes_means_away_team_wins,market_title_parsing_available,team_names_match_nba_game,mapping_confidence,mapping_warning
KXNBAGAME-25DEC05PORDET-DET,Portland vs Detroit Winner?,2025-12-05,DET,POR,DET,POR,True,False,True,True,high,
KXNBAGAME-25DEC05SASCLE-CLE,San Antonio vs Cleveland Winner?,2025-12-05,CLE,SAS,CLE,SAS,True,False,True,True,high,
KXNBAGAME-25DEC05UTANYK-NYK,Utah vs New York K Winner?,2025-12-05,NYK,UTA,NYK,UTA,True,False,True,True,high,
KXNBAGAME-25DEC06ATLWAS-WAS,Atlanta vs Washington Winner?,2025-12-06,WAS,ATL,WAS,ATL,True,False,True,True,high,
KXNBAGAME-25DEC06GSWCLE-CLE,Golden State vs Cleveland Winner?,2025-12-06,CLE,GSW,CLE,GSW,True,False,True,True,high,
KXNBAGAME-25DEC06HOUDAL-DAL,Houston vs Dallas Winner?,2025-12-06,DAL,HOU,DAL,HOU,True,False,True,True,high,
KXNBAGAME-25DEC06LACMIN-MIN,Los Angeles C vs Minnesota Winner?,2025-12-06,MIN,LAC,MIN,LAC,True,False,True,True,high,
KXNBAGAME-25DEC06MILDET-DET,Milwaukee vs Detroit Winner?,2025-12-06,DET,MIL,DET,MIL,True,False,True,True,high,
KXNBAGAME-25DEC06NOPBKN-BKN,New Orleans vs Brooklyn Winner?,2025-12-06,BKN,NOP,BKN,NOP,True,False,True,True,high,
KXNBAGAME-25DEC06SACMIA-MIA,Sacramento vs Miami Winner?,2025-12-06,MIA,SAC,MIA,SAC,True,False,True,True,high,
KXNBAGAME-25DEC07BOSTOR-TOR,Boston vs Toronto Winner?,2025-12-07,TOR,BOS,TOR,BOS,True,False,True,True,high,
KXNBAGAME-25DEC07DENCHA-CHA,Denver vs Charlotte Winner?,2025-12-07,CHA,DEN,CHA,DEN,True,False,True,True,high,
KXNBAGAME-25DEC07GSWCHI-CHI,Golden State vs Chicago Winner?,2025-12-07,CHI,GSW,CHI,GSW,True,False,True,True,high,
KXNBAGAME-25DEC07LALPHI-PHI,Los Angeles L vs Philadelphia Winner?,2025-12-07,PHI,LAL,PHI,LAL,True,False,True,True,high,
KXNBAGAME-25DEC07OKCUTA-UTA,Oklahoma City vs Utah Winner?,2025-12-07,UTA,OKC,UTA,OKC,True,False,True,True,high,
KXNBAGAME-25DEC07ORLNYK-NYK,Orlando vs New York K Winner?,2025-12-07,NYK,ORL,NYK,ORL,True,False,True,True,high,
KXNBAGAME-25DEC07PORMEM-MEM,Portland vs Memphis Winner?,2025-12-07,MEM,POR,MEM,POR,True,False,True,True,high,
KXNBAGAME-25DEC08PHXMIN-MIN,Phoenix vs Minnesota Winner?,2025-12-08,MIN,PHX,MIN,PHX,True,False,True,True,high,
KXNBAGAME-25DEC08SACIND-IND,Sacramento vs Indiana Winner?,2025-12-08,IND,SAC,IND,SAC,True,False,True,True,high,
KXNBAGAME-25DEC08SASNOP-NOP,San Antonio vs New Orleans Winner?,2025-12-08,NOP,SAS,NOP,SAS,True,False,True,True,high,
KXNBAGAME-25DEC09MIAORL-ORL,Miami vs Orlando Winner?,2025-12-09,ORL,MIA,ORL,MIA,True,False,True,True,high,
KXNBAGAME-25DEC09NYKTOR-TOR,New York K vs Toronto Winner?,2025-12-09,TOR,NYK,TOR,NYK,True,False,True,True,high,
KXNBAGAME-25DEC10PHXOKC-OKC,Phoenix vs Oklahoma City Winner?,2025-12-10,OKC,PHX,OKC,PHX,True,False,True,True,high,
KXNBAGAME-25DEC10SASLAL-LAL,San Antonio vs Los Angeles L Winner?,2025-12-10,LAL,SAS,LAL,SAS,True,False,True,True,high,
KXNBAGAME-25DEC11BOSMIL-MIL,Boston vs Milwaukee Winner?,2025-12-11,MIL,BOS,MIL,BOS,True,False,True,True,high,
KXNBAGAME-25DEC11DENSAC-SAC,Denver vs Sacramento Winner?,2025-12-11,SAC,DEN,SAC,DEN,True,False,True,True,high,
KXNBAGAME-25DEC11LACHOU-HOU,Los Angeles C vs Houston Winner?,2025-12-11,HOU,LAC,HOU,LAC,True,False,True,True,high,
KXNBAGAME-25DEC11PORNOP-NOP,Portland vs New Orleans Winner?,2025-12-11,NOP,POR,NOP,POR,True,False,True,True,high,
KXNBAGAME-25DEC12ATLDET-DET,Atlanta vs Detroit Winner?,2025-12-12,DET,ATL,DET,ATL,True,False,True,True,high,
KXNBAGAME-25DEC12BKNDAL-DAL,Brooklyn vs Dallas Winner?,2025-12-12,DAL,BKN,DAL,BKN,True,False,True,True,high,
KXNBAGAME-25DEC12CHICHA-CHA,Chicago vs Charlotte Winner?,2025-12-12,CHA,CHI,CHA,CHI,True,False,True,True,high,
KXNBAGAME-25DEC12CLEWAS-WAS,Cleveland vs Washington Winner?,2025-12-12,WAS,CLE,WAS,CLE,True,False,True,True,high,
KXNBAGAME-25DEC12INDPHI-PHI,Indiana vs Philadelphia Winner?,2025-12-12,PHI,IND,PHI,IND,True,False,True,True,high,
KXNBAGAME-25DEC12MINGSW-GSW,Minnesota vs Golden State Winner?,2025-12-12,GSW,MIN,GSW,MIN,True,False,True,True,high,
KXNBAGAME-25DEC12UTAMEM-MEM,Utah vs Memphis Winner?,2025-12-12,MEM,UTA,MEM,UTA,True,False,True,True,high,
KXNBAGAME-25DEC13NYKORL-ORL,New York K vs Orlando Winner?,2025-12-13,ORL,NYK,ORL,NYK,True,False,True,True,high,
KXNBAGAME-25DEC13SASOKC-OKC,San Antonio vs Oklahoma City Winner?,2025-12-13,OKC,SAS,OKC,SAS,True,False,True,True,high,
KXNBAGAME-25DEC14CHACLE-CLE,Charlotte vs Cleveland Winner?,2025-12-14,CLE,CHA,CLE,CHA,True,False,True,True,high,
KXNBAGAME-25DEC14GSWPOR-POR,Golden State vs Portland Winner?,2025-12-14,POR,GSW,POR,GSW,True,False,True,True,high,
KXNBAGAME-25DEC14LALPHX-PHX,Los Angeles L vs Phoenix Winner?,2025-12-14,PHX,LAL,PHX,LAL,True,False,True,True,high,
KXNBAGAME-25DEC14MILBKN-BKN,Milwaukee vs Brooklyn Winner?,2025-12-14,BKN,MIL,BKN,MIL,True,False,True,True,high,
KXNBAGAME-25DEC14NOPCHI-CHI,New Orleans vs Chicago Winner?,2025-12-14,CHI,NOP,CHI,NOP,True,False,True,True,high,
KXNBAGAME-25DEC14PHIATL-ATL,Philadelphia vs Atlanta Winner?,2025-12-14,ATL,PHI,ATL,PHI,True,False,True,True,high,
KXNBAGAME-25DEC14SACMIN-MIN,Sacramento vs Minnesota Winner?,2025-12-14,MIN,SAC,MIN,SAC,True,False,True,True,high,
KXNBAGAME-25DEC14WASIND-IND,Washington vs Indiana Winner?,2025-12-14,IND,WAS,IND,WAS,True,False,True,True,high,
KXNBAGAME-25DEC15DALUTA-UTA,Dallas vs Utah Winner?,2025-12-15,UTA,DAL,UTA,DAL,True,False,True,True,high,
KXNBAGAME-25DEC15DETBOS-BOS,Detroit vs Boston Winner?,2025-12-15,BOS,DET,BOS,DET,True,False,True,True,high,
KXNBAGAME-25DEC15HOUDEN-DEN,Houston vs Denver Winner?,2025-12-15,DEN,HOU,DEN,HOU,True,False,True,True,high,
KXNBAGAME-25DEC15MEMLAC-LAC,Memphis vs Los Angeles C Winner?,2025-12-15,LAC,MEM,LAC,MEM,True,False,True,True,high,
KXNBAGAME-25DEC15TORMIA-MIA,Toronto vs Miami Winner?,2025-12-15,MIA,TOR,MIA,TOR,True,False,True,True,high,
KXNBAGAME-25DEC17CLECHI-CHI,Cleveland vs Chicago Winner?,2025-12-17,CHI,CLE,CHI,CLE,True,False,True,True,high,
KXNBAGAME-25DEC17MEMMIN-MIN,Memphis vs Minnesota Winner?,2025-12-17,MIN,MEM,MIN,MEM,True,False,True,True,high,
KXNBAGAME-25DEC18ATLCHA-CHA,Atlanta vs Charlotte Winner?,2025-12-18,CHA,ATL,CHA,ATL,True,False,True,True,high,
KXNBAGAME-25DEC18DETDAL-DAL,Detroit vs Dallas Winner?,2025-12-18,DAL,DET,DAL,DET,True,False,True,True,high,
KXNBAGAME-25DEC18GSWPHX-PHX,Golden State vs Phoenix Winner?,2025-12-18,PHX,GSW,PHX,GSW,True,False,True,True,high,
KXNBAGAME-25DEC18HOUNOP-NOP,Houston vs New Orleans Winner?,2025-12-18,NOP,HOU,NOP,HOU,True,False,True,True,high,
KXNBAGAME-25DEC18LACOKC-OKC,Los Angeles C vs Oklahoma City Winner?,2025-12-18,OKC,LAC,OKC,LAC,True,False,True,True,high,
KXNBAGAME-25DEC18LALUTA-UTA,Los Angeles L vs Utah Winner?,2025-12-18,UTA,LAL,UTA,LAL,True,False,True,True,high,
KXNBAGAME-25DEC18MIABKN-BKN,Miami vs Brooklyn Winner?,2025-12-18,BKN,MIA,BKN,MIA,True,False,True,True,high,
KXNBAGAME-25DEC18NYKIND-IND,New York vs Indiana Winner?,2025-12-18,IND,NYK,IND,NYK,True,False,True,True,high,
KXNBAGAME-25DEC18ORLDEN-DEN,Orlando vs Denver Winner?,2025-12-18,DEN,ORL,DEN,ORL,True,False,True,True,high,
KXNBAGAME-25DEC18SACPOR-POR,Sacramento vs Portland Winner?,2025-12-18,POR,SAC,POR,SAC,True,False,True,True,high,
KXNBAGAME-25DEC18TORMIL-MIL,Toronto vs Milwaukee Winner?,2025-12-18,MIL,TOR,MIL,TOR,True,False,True,True,high,
KXNBAGAME-25DEC18WASSAS-SAS,Washington vs San Antonio Winner?,2025-12-18,SAS,WAS,SAS,WAS,True,False,True,True,high,
KXNBAGAME-25DEC19CHICLE-CLE,Chicago vs Cleveland Winner?,2025-12-19,CLE,CHI,CLE,CHI,True,False,True,True,high,
KXNBAGAME-25DEC19MIABOS-BOS,Miami vs Boston Winner?,2025-12-19,BOS,MIA,BOS,MIA,True,False,True,True,high,
KXNBAGAME-25DEC19OKCMIN-MIN,Oklahoma City vs Minnesota Winner?,2025-12-19,MIN,OKC,MIN,OKC,True,False,True,True,high,
KXNBAGAME-25DEC19PHINYK-NYK,Philadelphia vs New York Winner?,2025-12-19,NYK,PHI,NYK,PHI,True,False,True,True,high,
KXNBAGAME-25DEC19SASATL-ATL,San Antonio vs Atlanta Winner?,2025-12-19,ATL,SAS,ATL,SAS,True,False,True,True,high,
KXNBAGAME-25DEC20BOSTOR-TOR,Boston vs Toronto Winner?,2025-12-20,TOR,BOS,TOR,BOS,True,False,True,True,high,
KXNBAGAME-25DEC20CHADET-DET,Charlotte vs Detroit Winner?,2025-12-20,DET,CHA,DET,CHA,True,False,True,True,high,
KXNBAGAME-25DEC20DALPHI-PHI,Dallas vs Philadelphia Winner?,2025-12-20,PHI,DAL,PHI,DAL,True,False,True,True,high,
KXNBAGAME-25DEC20HOUDEN-DEN,Houston vs Denver Winner?,2025-12-20,DEN,HOU,DEN,HOU,True,False,True,True,high,
KXNBAGAME-25DEC20INDNOP-NOP,Indiana vs New Orleans Winner?,2025-12-20,NOP,IND,NOP,IND,True,False,True,True,high,
KXNBAGAME-25DEC20LALLAC-LAC,Los Angeles L vs Los Angeles C Winner?,2025-12-20,LAC,LAL,LAC,LAL,True,False,True,True,high,
KXNBAGAME-25DEC20ORLUTA-UTA,Orlando vs Utah Winner?,2025-12-20,UTA,ORL,UTA,ORL,True,False,True,True,high,
KXNBAGAME-25DEC20PHXGSW-GSW,Phoenix vs Golden State Winner?,2025-12-20,GSW,PHX,GSW,PHX,True,False,True,True,high,
KXNBAGAME-25DEC20PORSAC-SAC,Portland vs Sacramento Winner?,2025-12-20,SAC,POR,SAC,POR,True,False,True,True,high,
KXNBAGAME-25DEC20WASMEM-MEM,Washington vs Memphis Winner?,2025-12-20,MEM,WAS,MEM,WAS,True,False,True,True,high,
KXNBAGAME-25DEC21CHIATL-ATL,Chicago vs Atlanta Winner?,2025-12-21,ATL,CHI,ATL,CHI,True,False,True,True,high,
KXNBAGAME-25DEC21HOUSAC-SAC,Houston vs Sacramento Winner?,2025-12-21,SAC,HOU,SAC,HOU,True,False,True,True,high,
KXNBAGAME-25DEC21MIANYK-NYK,Miami vs New York Winner?,2025-12-21,NYK,MIA,NYK,MIA,True,False,True,True,high,
KXNBAGAME-25DEC21MILMIN-MIN,Milwaukee vs Minnesota Winner?,2025-12-21,MIN,MIL,MIN,MIL,True,False,True,True,high,
KXNBAGAME-25DEC21SASWAS-WAS,San Antonio vs Washington Winner?,2025-12-21,WAS,SAS,WAS,SAS,True,False,True,True,high,
KXNBAGAME-25DEC21TORBKN-BKN,Toronto vs Brooklyn Winner?,2025-12-21,BKN,TOR,BKN,TOR,True,False,True,True,high,
KXNBAGAME-25DEC22CHACLE-CLE,Charlotte vs Cleveland Winner?,2025-12-22,CLE,CHA,CLE,CHA,True,False,True,True,high,
KXNBAGAME-25DEC22DALNOP-NOP,Dallas vs New Orleans Winner?,2025-12-22,NOP,DAL,NOP,DAL,True,False,True,True,high,
KXNBAGAME-25DEC22DETPOR-POR,Detroit vs Portland Winner?,2025-12-22,POR,DET,POR,DET,True,False,True,True,high,
KXNBAGAME-25DEC22INDBOS-BOS,Indiana vs Boston Winner?,2025-12-22,BOS,IND,BOS,IND,True,False,True,True,high,
KXNBAGAME-25DEC22MEMOKC-OKC,Memphis vs Oklahoma City Winner?,2025-12-22,OKC,MEM,OKC,MEM,True,False,True,True,high,
KXNBAGAME-25DEC22ORLGSW-GSW,Orlando vs Golden State Winner?,2025-12-22,GSW,ORL,GSW,ORL,True,False,True,True,high,
KXNBAGAME-25DEC22UTADEN-DEN,Utah vs Denver Winner?,2025-12-22,DEN,UTA,DEN,UTA,True,False,True,True,high,
KXNBAGAME-25DEC23BKNPHI-PHI,Brooklyn vs Philadelphia Winner?,2025-12-23,PHI,BKN,PHI,BKN,True,False,True,True,high,
KXNBAGAME-25DEC23CHIATL-ATL,Chicago vs Atlanta Winner?,2025-12-23,ATL,CHI,ATL,CHI,True,False,True,True,high,
KXNBAGAME-25DEC23DENDAL-DAL,Denver vs Dallas Winner?,2025-12-23,DAL,DEN,DAL,DEN,True,False,True,True,high,
KXNBAGAME-25DEC23DETSAC-SAC,Detroit vs Sacramento Winner?,2025-12-23,SAC,DET,SAC,DET,True,False,True,True,high,
KXNBAGAME-25DEC23HOULAC-LAC,Houston vs Los Angeles C Winner?,2025-12-23,LAC,HOU,LAC,HOU,True,False,True,True,high,
KXNBAGAME-25DEC23LALPHX-PHX,Los Angeles L vs Phoenix Winner?,2025-12-23,PHX,LAL,PHX,LAL,True,False,True,True,high,
KXNBAGAME-25DEC23MEMUTA-UTA,Memphis vs Utah Winner?,2025-12-23,UTA,MEM,UTA,MEM,True,False,True,True,high,
KXNBAGAME-25DEC23MILIND-IND,Milwaukee vs Indiana Winner?,2025-12-23,IND,MIL,IND,MIL,True,False,True,True,high,
KXNBAGAME-25DEC23NOPCLE-CLE,New Orleans vs Cleveland Winner?,2025-12-23,CLE,NOP,CLE,NOP,True,False,True,True,high,
KXNBAGAME-25DEC23NYKMIN-MIN,New York vs Minnesota Winner?,2025-12-23,MIN,NYK,MIN,NYK,True,False,True,True,high,
KXNBAGAME-25DEC23OKCSAS-SAS,Oklahoma City vs San Antonio Winner?,2025-12-23,SAS,OKC,SAS,OKC,True,False,True,True,high,
KXNBAGAME-25DEC23ORLPOR-POR,Orlando vs Portland Winner?,2025-12-23,POR,ORL,POR,ORL,True,False,True,True,high,
KXNBAGAME-25DEC23TORMIA-MIA,Toronto vs Miami Winner?,2025-12-23,MIA,TOR,MIA,TOR,True,False,True,True,high,
KXNBAGAME-25DEC23WASCHA-CHA,Washington vs Charlotte Winner?,2025-12-23,CHA,WAS,CHA,WAS,True,False,True,True,high,
KXNBAGAME-25DEC25CLENYK-NYK,Cleveland vs New York Winner?,2025-12-25,NYK,CLE,NYK,CLE,True,False,True,True,high,
KXNBAGAME-25DEC25DALGSW-GSW,Dallas vs Golden State Winner?,2025-12-25,GSW,DAL,GSW,DAL,True,False,True,True,high,
KXNBAGAME-25DEC25HOULAL-LAL,Houston vs Los Angeles L Winner?,2025-12-25,LAL,HOU,LAL,HOU,True,False,True,True,high,
KXNBAGAME-25DEC25MINDEN-DEN,Minnesota vs Denver Winner?,2025-12-25,DEN,MIN,DEN,MIN,True,False,True,True,high,
KXNBAGAME-25DEC25SASOKC-OKC,San Antonio vs Oklahoma City Winner?,2025-12-25,OKC,SAS,OKC,SAS,True,False,True,True,high,
KXNBAGAME-25DEC26BOSIND-IND,Boston vs Indiana Winner?,2025-12-26,IND,BOS,IND,BOS,True,False,True,True,high,
KXNBAGAME-25DEC26CHAORL-ORL,Charlotte vs Orlando Winner?,2025-12-26,ORL,CHA,ORL,CHA,True,False,True,True,high,
KXNBAGAME-25DEC26DETUTA-UTA,Detroit vs Utah Winner?,2025-12-26,UTA,DET,UTA,DET,True,False,True,True,high,
KXNBAGAME-25DEC26LACPOR-POR,Los Angeles C vs Portland Winner?,2025-12-26,POR,LAC,POR,LAC,True,False,True,True,high,
KXNBAGAME-25DEC26MIAATL-ATL,Miami vs Atlanta Winner?,2025-12-26,ATL,MIA,ATL,MIA,True,False,True,True,high,
KXNBAGAME-25DEC26MILMEM-MEM,Milwaukee vs Memphis Winner?,2025-12-26,MEM,MIL,MEM,MIL,True,False,True,True,high,
KXNBAGAME-25DEC26PHICHI-CHI,Philadelphia vs Chicago Winner?,2025-12-26,CHI,PHI,CHI,PHI,True,False,True,True,high,
KXNBAGAME-25DEC26PHXNOP-NOP,Phoenix vs New Orleans Winner?,2025-12-26,NOP,PHX,NOP,PHX,True,False,True,True,high,
KXNBAGAME-25DEC26TORWAS-WAS,Toronto vs Washington Winner?,2025-12-26,WAS,TOR,WAS,TOR,True,False,True,True,high,
KXNBAGAME-25DEC27BKNMIN-MIN,Brooklyn vs Minnesota Winner?,2025-12-27,MIN,BKN,MIN,BKN,True,False,True,True,high,
KXNBAGAME-25DEC27CLEHOU-HOU,Cleveland vs Houston Winner?,2025-12-27,HOU,CLE,HOU,CLE,True,False,True,True,high,
KXNBAGAME-25DEC27DALSAC-SAC,Dallas vs Sacramento Winner?,2025-12-27,SAC,DAL,SAC,DAL,True,False,True,True,high,
KXNBAGAME-25DEC27DENORL-ORL,Denver vs Orlando Winner?,2025-12-27,ORL,DEN,ORL,DEN,True,False,True,True,high,
KXNBAGAME-25DEC27INDMIA-MIA,Indiana vs Miami Winner?,2025-12-27,MIA,IND,MIA,IND,True,False,True,True,high,
KXNBAGAME-25DEC27MILCHI-CHI,Milwaukee vs Chicago Winner?,2025-12-27,CHI,MIL,CHI,MIL,True,False,True,True,high,
KXNBAGAME-25DEC27NYKATL-ATL,New York vs Atlanta Winner?,2025-12-27,ATL,NYK,ATL,NYK,True,False,True,True,high,
KXNBAGAME-25DEC27PHXNOP-NOP,Phoenix vs New Orleans Winner?,2025-12-27,NOP,PHX,NOP,PHX,True,False,True,True,high,
KXNBAGAME-25DEC27UTASAS-SAS,Utah vs San Antonio Winner?,2025-12-27,SAS,UTA,SAS,UTA,True,False,True,True,high,
KXNBAGAME-25DEC28BOSPOR-POR,Boston vs Portland Winner?,2025-12-28,POR,BOS,POR,BOS,True,False,True,True,high,
KXNBAGAME-25DEC28DETLAC-LAC,Detroit vs Los Angeles C Winner?,2025-12-28,LAC,DET,LAC,DET,True,False,True,True,high,
KXNBAGAME-25DEC28GSWTOR-TOR,Golden State vs Toronto Winner?,2025-12-28,TOR,GSW,TOR,GSW,True,False,True,True,high,
KXNBAGAME-25DEC28MEMWAS-WAS,Memphis vs Washington Winner?,2025-12-28,WAS,MEM,WAS,MEM,True,False,True,True,high,
KXNBAGAME-25DEC28PHIOKC-OKC,Philadelphia vs Oklahoma City Winner?,2025-12-28,OKC,PHI,OKC,PHI,True,False,True,True,high,
KXNBAGAME-25DEC28SACLAL-LAL,Sacramento vs Los Angeles L Winner?,2025-12-28,LAL,SAC,LAL,SAC,True,False,True,True,high,
KXNBAGAME-25DEC29ATLOKC-OKC,Atlanta vs Oklahoma City Winner?,2025-12-29,OKC,ATL,OKC,ATL,True,False,True,True,high,
KXNBAGAME-25DEC29CLESAS-SAS,Cleveland vs San Antonio Winner?,2025-12-29,SAS,CLE,SAS,CLE,True,False,True,True,high,
KXNBAGAME-25DEC29DALPOR-POR,Dallas vs Portland Winner?,2025-12-29,POR,DAL,POR,DAL,True,False,True,True,high,
KXNBAGAME-25DEC29DENMIA-MIA,Denver vs Miami Winner?,2025-12-29,MIA,DEN,MIA,DEN,True,False,True,True,high,
KXNBAGAME-25DEC29GSWBKN-BKN,Golden State vs Brooklyn Winner?,2025-12-29,BKN,GSW,BKN,GSW,True,False,True,True,high,
KXNBAGAME-25DEC29INDHOU-HOU,Indiana vs Houston Winner?,2025-12-29,HOU,IND,HOU,IND,True,False,True,True,high,
KXNBAGAME-25DEC29MILCHA-CHA,Milwaukee vs Charlotte Winner?,2025-12-29,CHA,MIL,CHA,MIL,True,False,True,True,high,
KXNBAGAME-25DEC29MINCHI-CHI,Minnesota vs Chicago Winner?,2025-12-29,CHI,MIN,CHI,MIN,True,False,True,True,high,
KXNBAGAME-25DEC29NYKNOP-NOP,New York vs New Orleans Winner?,2025-12-29,NOP,NYK,NOP,NYK,True,False,True,True,high,
KXNBAGAME-25DEC29ORLTOR-TOR,Orlando vs Toronto Winner?,2025-12-29,TOR,ORL,TOR,ORL,True,False,True,True,high,
KXNBAGAME-25DEC29PHXWAS-WAS,Phoenix vs Washington Winner?,2025-12-29,WAS,PHX,WAS,PHX,True,False,True,True,high,
KXNBAGAME-25DEC30BOSUTA-UTA,Boston vs Utah Winner?,2025-12-30,UTA,BOS,UTA,BOS,True,False,True,True,high,
KXNBAGAME-25DEC30DETLAL-LAL,Detroit vs Los Angeles L Winner?,2025-12-30,LAL,DET,LAL,DET,True,False,True,True,high,
KXNBAGAME-25DEC30PHIMEM-MEM,Philadelphia vs Memphis Winner?,2025-12-30,MEM,PHI,MEM,PHI,True,False,True,True,high,
KXNBAGAME-25DEC30SACLAC-LAC,Sacramento vs Los Angeles C Winner?,2025-12-30,LAC,SAC,LAC,SAC,True,False,True,True,high,
KXNBAGAME-25DEC31DENTOR-TOR,Denver vs Toronto Winner?,2025-12-31,TOR,DEN,TOR,DEN,True,False,True,True,high,
KXNBAGAME-25DEC31GSWCHA-CHA,Golden State vs Charlotte Winner?,2025-12-31,CHA,GSW,CHA,GSW,True,False,True,True,high,
KXNBAGAME-25DEC31MINATL-ATL,Minnesota vs Atlanta Winner?,2025-12-31,ATL,MIN,ATL,MIN,True,False,True,True,high,
KXNBAGAME-25DEC31NOPCHI-CHI,New Orleans vs Chicago Winner?,2025-12-31,CHI,NOP,CHI,NOP,True,False,True,True,high,
KXNBAGAME-25DEC31NYKSAS-SAS,New York vs San Antonio Winner?,2025-12-31,SAS,NYK,SAS,NYK,True,False,True,True,high,
KXNBAGAME-25DEC31ORLIND-IND,Orlando vs Indiana Winner?,2025-12-31,IND,ORL,IND,ORL,True,False,True,True,high,
KXNBAGAME-25DEC31PHXCLE-CLE,Phoenix vs Cleveland Winner?,2025-12-31,CLE,PHX,CLE,PHX,True,False,True,True,high,
KXNBAGAME-25DEC31POROKC-OKC,Portland vs Oklahoma City Winner?,2025-12-31,OKC,POR,OKC,POR,True,False,True,True,high,
KXNBAGAME-25DEC31WASMIL-MIL,Washington vs Milwaukee Winner?,2025-12-31,MIL,WAS,MIL,WAS,True,False,True,True,high,
KXNBAGAME-26JAN01BOSSAC-SAC,Boston vs Sacramento Winner?,2026-01-01,SAC,BOS,SAC,BOS,True,False,True,True,high,
KXNBAGAME-26JAN01HOUBKN-BKN,Houston vs Brooklyn Winner?,2026-01-01,BKN,HOU,BKN,HOU,True,False,True,True,high,
KXNBAGAME-26JAN01MIADET-DET,Miami vs Detroit Winner?,2026-01-01,DET,MIA,DET,MIA,True,False,True,True,high,
KXNBAGAME-26JAN01PHIDAL-DAL,Philadelphia vs Dallas Winner?,2026-01-01,DAL,PHI,DAL,PHI,True,False,True,True,high,
KXNBAGAME-26JAN01UTALAC-LAC,Utah vs Los Angeles C Winner?,2026-01-01,LAC,UTA,LAC,UTA,True,False,True,True,high,
KXNBAGAME-26JAN02ATLNYK-NYK,Atlanta vs New York Winner?,2026-01-02,NYK,ATL,NYK,ATL,True,False,True,True,high,
KXNBAGAME-26JAN02BKNWAS-WAS,Brooklyn vs Washington Winner?,2026-01-02,WAS,BKN,WAS,BKN,True,False,True,True,high,
KXNBAGAME-26JAN02CHAMIL-MIL,Charlotte vs Milwaukee Winner?,2026-01-02,MIL,CHA,MIL,CHA,True,False,True,True,high,
KXNBAGAME-26JAN02DENCLE-CLE,Denver vs Cleveland Winner?,2026-01-02,CLE,DEN,CLE,DEN,True,False,True,True,high,
KXNBAGAME-26JAN02MEMLAL-LAL,Memphis vs Los Angeles L Winner?,2026-01-02,LAL,MEM,LAL,MEM,True,False,True,True,high,
KXNBAGAME-26JAN02OKCGSW-GSW,Oklahoma City vs Golden State Winner?,2026-01-02,GSW,OKC,GSW,OKC,True,False,True,True,high,
KXNBAGAME-26JAN02ORLCHI-CHI,Orlando vs Chicago Winner?,2026-01-02,CHI,ORL,CHI,ORL,True,False,True,True,high,
KXNBAGAME-26JAN02PORNOP-NOP,Portland vs New Orleans Winner?,2026-01-02,NOP,POR,NOP,POR,True,False,True,True,high,
KXNBAGAME-26JAN02SACPHX-PHX,Sacramento vs Phoenix Winner?,2026-01-02,PHX,SAC,PHX,SAC,True,False,True,True,high,
KXNBAGAME-26JAN02SASIND-IND,San Antonio vs Indiana Winner?,2026-01-02,IND,SAS,IND,SAS,True,False,True,True,high,
KXNBAGAME-26JAN03ATLTOR-TOR,Atlanta vs Toronto Winner?,2026-01-03,TOR,ATL,TOR,ATL,True,False,True,True,high,
KXNBAGAME-26JAN03BOSLAC-LAC,Boston vs Los Angeles C Winner?,2026-01-03,LAC,BOS,LAC,BOS,True,False,True,True,high,
KXNBAGAME-26JAN03CHACHI-CHI,Charlotte vs Chicago Winner?,2026-01-03,CHI,CHA,CHI,CHA,True,False,True,True,high,
KXNBAGAME-26JAN03HOUDAL-DAL,Houston vs Dallas Winner?,2026-01-03,DAL,HOU,DAL,HOU,True,False,True,True,high,
KXNBAGAME-26JAN03MINMIA-MIA,Minnesota vs Miami Winner?,2026-01-03,MIA,MIN,MIA,MIN,True,False,True,True,high,
KXNBAGAME-26JAN03PHINYK-NYK,Philadelphia vs New York Winner?,2026-01-03,NYK,PHI,NYK,PHI,True,False,True,True,high,
KXNBAGAME-26JAN03PORSAS-SAS,Portland vs San Antonio Winner?,2026-01-03,SAS,POR,SAS,POR,True,False,True,True,high,
KXNBAGAME-26JAN03UTAGSW-GSW,Utah vs Golden State Winner?,2026-01-03,GSW,UTA,GSW,UTA,True,False,True,True,high,
KXNBAGAME-26JAN04DENBKN-BKN,Denver vs Brooklyn Winner?,2026-01-04,BKN,DEN,BKN,DEN,True,False,True,True,high,
KXNBAGAME-26JAN04DETCLE-CLE,Detroit vs Cleveland Winner?,2026-01-04,CLE,DET,CLE,DET,True,False,True,True,high,
KXNBAGAME-26JAN04INDORL-ORL,Indiana vs Orlando Winner?,2026-01-04,ORL,IND,ORL,IND,True,False,True,True,high,
KXNBAGAME-26JAN04MEMLAL-LAL,Memphis vs Los Angeles L Winner?,2026-01-04,LAL,MEM,LAL,MEM,True,False,True,True,high,
KXNBAGAME-26JAN04MILSAC-SAC,Milwaukee vs Sacramento Winner?,2026-01-04,SAC,MIL,SAC,MIL,True,False,True,True,high,
KXNBAGAME-26JAN04MINWAS-WAS,Minnesota vs Washington Winner?,2026-01-04,WAS,MIN,WAS,MIN,True,False,True,True,high,
