model_name,importance_type,feature,importance,signed_value
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_recent_point_diff,0.000994671692737259,0.000994671692737259
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_recent_point_diff,0.0009050731644953958,0.0009050731644953958
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,recent_point_diff_diff,0.007576494563850011,0.007576494563850011
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_rest_days,-5.130666980157628e-08,-5.130666980157628e-08
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_rest_days,0.000496584300903824,0.000496584300903824
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,rest_days_diff,1.563527782533214e-05,1.563527782533214e-05
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_back_to_back,0.00010693052565424743,0.00010693052565424743
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_back_to_back,0.00022546654152755252,0.00022546654152755252
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,season,-1.1102230246251565e-16,-1.1102230246251565e-16
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_expected_top5_minutes_total,-9.931779864946755e-05,-9.931779864946755e-05
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_expected_top5_minutes_total,-0.0001086283511212427,-0.0001086283511212427
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_missing_key_players_count,0.00020912272395468,0.00020912272395468
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_missing_key_players_count,5.710687215920718e-05,5.710687215920718e-05
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_expected_points_from_active_rotation,0.00021588743441658398,0.00021588743441658398
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_expected_points_from_active_rotation,-0.0005628198805208706,-0.0005628198805208706
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,home_expected_plus_minus_from_active_rotation,0.0019359747813274542,0.0019359747813274542
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,away_expected_plus_minus_from_active_rotation,0.0005689807168763883,0.0005689807168763883
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,expected_top5_minutes_total_diff,2.3496551408430655e-05,2.3496551408430655e-05
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,missing_key_players_count_diff,0.0005249969127856247,0.0005249969127856247
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,expected_points_from_active_rotation_diff,0.0017602868302795116,0.0017602868302795116
team_features_plus_selected_player_features_random_forest,permutation_log_loss_increase,expected_plus_minus_from_active_rotation_diff,0.005549130612780506,0.005549130612780506
